Trade_ID,Descr,Asset,FirstDate,LastDate,TradeEntry,TradeExit,USD_Notional,Num_Lots,Total PnL,My ret (%),Joachim ret (%),slippage,cum slippage,joachim ent,joachim ext
6e49c6f6d9_NQ1Ind_1,NASDAQ 100 E-MINI,NQ1 Index,07/07/1999,09/07/1999,4671.5,4698.5,0,0,0,,,,,,
6e49c6f6d9_NQ1Ind_2,NASDAQ 100 E-MINI,NQ1 Index,20/07/1999,26/07/1999,4762,4617.5,0,0,-1070740,,,,,,
6e49c6f6d9_NQ1Ind_3,NASDAQ 100 E-MINI,NQ1 Index,20/08/1999,25/08/1999,4595.5,4721.5,69851600,760,1950860,,,,,,
6e49c6f6d9_NQ1Ind_4,NASDAQ 100 E-MINI,NQ1 Index,27/08/1999,02/09/1999,4735.5,4720,70748370,747,-249770,,,,,,
6e49c6f6d9_NQ1Ind_5,NASDAQ 100 E-MINI,NQ1 Index,24/09/1999,28/09/1999,4709,4727.5,59992660,637,243460,,,,,,
6e49c6f6d9_NQ1Ind_6,NASDAQ 100 E-MINI,NQ1 Index,28/10/1999,29/10/1999,4754.5,4836.5,67989350,715,1115200,,,,,,
6e49c6f6d9_NQ1Ind_7,NASDAQ 100 E-MINI,NQ1 Index,08/12/1999,14/12/1999,5491.5,5520.5,63371910,577,327430,,,,,,
6e49c6f6d9_NQ1Ind_8,NASDAQ 100 E-MINI,NQ1 Index,27/01/2000,02/02/2000,5890,5955,26033800,221,250400,,,,,,
6e49c6f6d9_NQ1Ind_9,NASDAQ 100 E-MINI,NQ1 Index,21/02/2000,24/02/2000,6203.5,6425,34739600,280,1372720,,,,,,
6e49c6f6d9_NQ1Ind_10,NASDAQ 100 E-MINI,NQ1 Index,16/03/2000,17/03/2000,6337.5,6590.5,31941000,252,1173920,,,,,,
6e49c6f6d9_NQ1Ind_11,NASDAQ 100 E-MINI,NQ1 Index,30/03/2000,10/04/2000,6643.5,6515.5,29630010,223,-525310,,,,,,
6e49c6f6d9_NQ1Ind_12,NASDAQ 100 E-MINI,NQ1 Index,17/04/2000,19/04/2000,5392.5,5909.5,19952250,185,1707030,,,,,,
6e49c6f6d9_NQ1Ind_13,NASDAQ 100 E-MINI,NQ1 Index,24/04/2000,26/04/2000,5710,5825,19528200,171,396900,,,,,,
6e49c6f6d9_NQ1Ind_14,NASDAQ 100 E-MINI,NQ1 Index,11/05/2000,15/05/2000,5427.5,5585,19213350,177,570000,,,,,,
6e49c6f6d9_NQ1Ind_15,NASDAQ 100 E-MINI,NQ1 Index,24/05/2000,30/05/2000,5187.5,5334.5,22410000,216,667270,,,,,,
6e49c6f6d9_NQ1Ind_16,NASDAQ 100 E-MINI,NQ1 Index,01/06/2000,02/06/2000,5500,5745,25080000,228,1068200,,,,,,
6e49c6f6d9_NQ1Ind_17,NASDAQ 100 E-MINI,NQ1 Index,27/06/2000,03/07/2000,5947.5,5921.5,31521750,265,-148280,,,,,,
6e49c6f6d9_NQ1Ind_18,NASDAQ 100 E-MINI,NQ1 Index,06/07/2000,10/07/2000,5829.5,5989,41506040,356,1104080,,,,,,
6e49c6f6d9_NQ1Ind_19,NASDAQ 100 E-MINI,NQ1 Index,12/07/2000,13/07/2000,5901.5,6055,41192470,349,1043800,,,,,,
6e49c6f6d9_NQ1Ind_20,NASDAQ 100 E-MINI,NQ1 Index,24/07/2000,04/08/2000,6059,5783.5,40474120,334,-674720,,,,,,
6e49c6f6d9_NQ1Ind_21,NASDAQ 100 E-MINI,NQ1 Index,11/08/2000,15/08/2000,5750.5,5863.5,36228150,315,723380,,,,,,
6e49c6f6d9_NQ1Ind_22,NASDAQ 100 E-MINI,NQ1 Index,05/09/2000,11/09/2000,6244,5921,88290160,707,-3715000,,,,,,
6e49c6f6d9_NQ1Ind_23,NASDAQ 100 E-MINI,NQ1 Index,13/09/2000,19/09/2000,5778,5713.5,49806360,431,-545230,,,,,,
6e49c6f6d9_NQ1Ind_24,NASDAQ 100 E-MINI,NQ1 Index,26/09/2000,29/09/2000,5730,5785,42402000,370,414840,,,,,,
6e49c6f6d9_NQ1Ind_25,NASDAQ 100 E-MINI,NQ1 Index,04/10/2000,16/10/2000,5452,5329,37618800,345,470200,,,,,,
6e49c6f6d9_NQ1Ind_26,NASDAQ 100 E-MINI,NQ1 Index,25/10/2000,31/10/2000,5397.5,5163.5,27419300,254,-1146120,,,,,,
6e49c6f6d9_NQ1Ind_27,NASDAQ 100 E-MINI,NQ1 Index,09/11/2000,15/11/2000,5116,5100,24249840,237,-6310,,,,,,
6e49c6f6d9_NQ1Ind_28,NASDAQ 100 E-MINI,NQ1 Index,23/11/2000,04/12/2000,4737.5,4634.5,24729750,261,-227590,,,,,,
6e49c6f6d9_NQ1Ind_29,NASDAQ 100 E-MINI,NQ1 Index,15/12/2000,26/12/2000,4683.5,4495,23979520,256,-1115400,,,,,,
6e49c6f6d9_NQ1Ind_30,NASDAQ 100 E-MINI,NQ1 Index,03/01/2001,04/01/2001,4181,4545.5,19901560,238,1472580,,,,,,
6e49c6f6d9_NQ1Ind_31,NASDAQ 100 E-MINI,NQ1 Index,09/01/2001,11/01/2001,4338.5,4428.5,18829090,217,391640,,,,,,
6e49c6f6d9_NQ1Ind_32,NASDAQ 100 E-MINI,NQ1 Index,02/02/2001,08/02/2001,4641,4458,40562340,437,-1541760,,,,,,
6e49c6f6d9_NQ1Ind_33,NASDAQ 100 E-MINI,NQ1 Index,12/02/2001,16/02/2001,4290.5,4353,42990810,501,586730,,,,,,
6e49c6f6d9_NQ1Ind_34,NASDAQ 100 E-MINI,NQ1 Index,21/02/2001,06/03/2001,4143.5,3989,38037330,459,-168480,,,,,,
6e49c6f6d9_NQ1Ind_35,NASDAQ 100 E-MINI,NQ1 Index,12/03/2001,20/03/2001,3826.5,3745,33749730,441,-225050,,,,,,
6e49c6f6d9_NQ1Ind_36,NASDAQ 100 E-MINI,NQ1 Index,02/04/2001,06/04/2001,3579,3511,30206760,422,-547300,,,,,,
6e49c6f6d9_NQ1Ind_37,NASDAQ 100 E-MINI,NQ1 Index,18/04/2001,19/04/2001,3661.5,3869,29951070,409,1614350,,,,,,
6e49c6f6d9_NQ1Ind_38,NASDAQ 100 E-MINI,NQ1 Index,25/04/2001,01/05/2001,3775.5,3851,26957070,357,586810,,,,,,
6e49c6f6d9_NQ1Ind_39,NASDAQ 100 E-MINI,NQ1 Index,30/05/2001,06/06/2001,3845.5,3919,39685560,516,1035370,,,,,,
6e49c6f6d9_NQ1Ind_40,NASDAQ 100 E-MINI,NQ1 Index,13/06/2001,19/06/2001,3831,3671,40838460,533,-1673950,,,,,,
6e49c6f6d9_NQ1Ind_41,NASDAQ 100 E-MINI,NQ1 Index,09/07/2001,13/07/2001,3652.5,3727,56613750,775,1127240,,,,,,
6e49c6f6d9_NQ1Ind_42,NASDAQ 100 E-MINI,NQ1 Index,19/07/2001,25/07/2001,3653,3594.5,50411400,690,-793440,,,,,,
6e49c6f6d9_NQ1Ind_43,NASDAQ 100 E-MINI,NQ1 Index,01/08/2001,02/08/2001,3662,3709.5,50755320,693,639350,,,,,,
6e49c6f6d9_NQ1Ind_44,NASDAQ 100 E-MINI,NQ1 Index,08/08/2001,14/08/2001,3674.5,3627.5,54676560,744,-586480,,,,,,
6e49c6f6d9_NQ1Ind_45,NASDAQ 100 E-MINI,NQ1 Index,17/08/2001,23/08/2001,3562.5,3489,66476250,933,-1352050,,,,,,
6e49c6f6d9_NQ1Ind_46,NASDAQ 100 E-MINI,NQ1 Index,30/08/2001,06/09/2001,3478.5,3390.5,51690510,743,-1349650,,,,,,
6e49c6f6d9_NQ1Ind_47,NASDAQ 100 E-MINI,NQ1 Index,10/09/2001,17/09/2001,3322,3249,52288280,787,-1148460,,,,,,
6e49c6f6d9_NQ1Ind_48,NASDAQ 100 E-MINI,NQ1 Index,28/09/2001,01/10/2001,3105,3128,52536600,846,380880,,,,,,
6e49c6f6d9_NQ1Ind_49,NASDAQ 100 E-MINI,NQ1 Index,18/10/2001,22/10/2001,3265.5,3310.5,46174170,707,636300,,,,,,
6e49c6f6d9_NQ1Ind_50,NASDAQ 100 E-MINI,NQ1 Index,31/10/2001,02/11/2001,3302,3379,44510960,674,1035220,,,,,,
6e49c6f6d9_NQ1Ind_51,NASDAQ 100 E-MINI,NQ1 Index,30/11/2001,05/12/2001,3562,3596,65184600,915,602160,,,,,,
6e49c6f6d9_NQ1Ind_52,NASDAQ 100 E-MINI,NQ1 Index,13/12/2001,18/12/2001,3625,3599,58362500,805,-388480,,,,,,
6e49c6f6d9_NQ1Ind_53,NASDAQ 100 E-MINI,NQ1 Index,21/12/2001,27/12/2001,3514,3551.5,52569440,748,555890,,,,,,
6e49c6f6d9_NQ1Ind_54,NASDAQ 100 E-MINI,NQ1 Index,10/01/2002,23/01/2002,3605,3459,69792800,968,-2156490,,,,,,
6e49c6f6d9_NQ1Ind_55,NASDAQ 100 E-MINI,NQ1 Index,30/01/2002,01/02/2002,3480,3499.5,68347200,982,391810,,,,,,
6e49c6f6d9_NQ1Ind_56,NASDAQ 100 E-MINI,NQ1 Index,06/02/2002,12/02/2002,3412,3424,74859280,1097,218900,,,,,,
6e49c6f6d9_NQ1Ind_57,NASDAQ 100 E-MINI,NQ1 Index,19/02/2002,25/02/2002,3387,3310,77765520,1148,-1741960,,,,,,
6e49c6f6d9_NQ1Ind_58,NASDAQ 100 E-MINI,NQ1 Index,14/03/2002,19/03/2002,3440.5,3453,60483990,879,220820,,,,,,
6e49c6f6d9_NQ1Ind_59,NASDAQ 100 E-MINI,NQ1 Index,27/03/2002,01/04/2002,3390.5,3397,65504460,966,125100,,,,,,
6e49c6f6d9_NQ1Ind_60,NASDAQ 100 E-MINI,NQ1 Index,04/04/2002,10/04/2002,3356.5,3299,72836050,1085,-1247650,,,,,,
6e49c6f6d9_NQ1Ind_61,NASDAQ 100 E-MINI,NQ1 Index,16/04/2002,17/04/2002,3305,3376,71784600,1086,1407220,,,,,,
6e49c6f6d9_NQ1Ind_62,NASDAQ 100 E-MINI,NQ1 Index,23/04/2002,29/04/2002,3296.5,3200,71468120,1084,-2140330,,,,,,
6e49c6f6d9_NQ1Ind_63,NASDAQ 100 E-MINI,NQ1 Index,03/05/2002,09/05/2002,3172,3222.5,73780720,1163,1184020,,,,,,
6e49c6f6d9_NQ1Ind_64,NASDAQ 100 E-MINI,NQ1 Index,23/05/2002,24/05/2002,3207.5,3230,46123850,719,322200,,,,,,
6e49c6f6d9_NQ1Ind_65,NASDAQ 100 E-MINI,NQ1 Index,29/05/2002,06/06/2002,3195.5,3138,46909940,734,-1098190,,,,,,
6e49c6f6d9_NQ1Ind_66,NASDAQ 100 E-MINI,NQ1 Index,13/06/2002,18/06/2002,3063.5,3091,88964040,1452,819160,,,,,,
6e49c6f6d9_NQ1Ind_67,NASDAQ 100 E-MINI,NQ1 Index,03/07/2002,15/07/2002,2904.5,2937.5,62562930,1077,1559110,,,,,,
6e49c6f6d9_NQ1Ind_68,NASDAQ 100 E-MINI,NQ1 Index,22/07/2002,26/07/2002,2904.5,2834.5,55824490,961,-1301600,,,,,,
6e49c6f6d9_NQ1Ind_69,NASDAQ 100 E-MINI,NQ1 Index,02/08/2002,07/08/2002,2854.5,2845,49325760,864,-70800,,,,,,
6e49c6f6d9_NQ1Ind_70,NASDAQ 100 E-MINI,NQ1 Index,14/08/2002,15/08/2002,2848.5,2903,55773630,979,987540,,,,,,
6e49c6f6d9_NQ1Ind_71,NASDAQ 100 E-MINI,NQ1 Index,02/09/2002,06/09/2002,2881,2830,66954440,1162,-1233040,,,,,,
6e49c6f6d9_NQ1Ind_72,NASDAQ 100 E-MINI,NQ1 Index,17/09/2002,23/09/2002,2849,2810.5,83304760,1462,-1162480,,,,,,
6e49c6f6d9_NQ1Ind_73,NASDAQ 100 E-MINI,NQ1 Index,01/10/2002,02/10/2002,2769,2820.5,95807400,1730,1478050,,,,,,
6e49c6f6d9_NQ1Ind_74,NASDAQ 100 E-MINI,NQ1 Index,07/10/2002,11/10/2002,2754.5,2784,79770320,1448,979200,,,,,,
6e49c6f6d9_NQ1Ind_75,NASDAQ 100 E-MINI,NQ1 Index,29/10/2002,31/10/2002,2920.5,2924,69916770,1197,83440,,,,,,
6e49c6f6d9_NQ1Ind_76,NASDAQ 100 E-MINI,NQ1 Index,11/11/2002,15/11/2002,2942.5,2984.5,75798800,1288,1150140,,,,,,
6e49c6f6d9_NQ1Ind_77,NASDAQ 100 E-MINI,NQ1 Index,04/12/2002,10/12/2002,3028,2949,73762080,1218,-1959660,,,,,,
6e49c6f6d9_NQ1Ind_78,NASDAQ 100 E-MINI,NQ1 Index,12/12/2002,18/12/2002,2969,2977,71612280,1206,195540,,,,,,
6e49c6f6d9_NQ1Ind_79,NASDAQ 100 E-MINI,NQ1 Index,20/12/2002,24/12/2002,2943,2963,74516760,1266,549060,,,,,,
6e49c6f6d9_NQ1Ind_80,NASDAQ 100 E-MINI,NQ1 Index,30/12/2002,03/01/2003,2932,2957,92182080,1572,784270,,,,,,
6e49c6f6d9_NQ1Ind_81,NASDAQ 100 E-MINI,NQ1 Index,16/01/2003,29/01/2003,3007.5,2930,100691100,1674,-2491880,,,,,,
6e49c6f6d9_NQ1Ind_82,NASDAQ 100 E-MINI,NQ1 Index,04/02/2003,10/02/2003,2916.5,2888.5,93502990,1603,-987610,,,,,,
6e49c6f6d9_NQ1Ind_83,NASDAQ 100 E-MINI,NQ1 Index,14/02/2003,17/02/2003,2892,2917,119092560,2059,957500,,,,,,
6e49c6f6d9_NQ1Ind_84,NASDAQ 100 E-MINI,NQ1 Index,20/02/2003,03/03/2003,2940,2945,123891600,2107,1190260,,,,,,
6e49c6f6d9_NQ1Ind_85,NASDAQ 100 E-MINI,NQ1 Index,05/03/2003,14/03/2003,2916,2961.5,125154720,2146,2178360,,,,,,
6e49c6f6d9_NQ1Ind_86,NASDAQ 100 E-MINI,NQ1 Index,31/03/2003,03/04/2003,2979.5,2992,89802130,1507,378040,,,,,,
6e49c6f6d9_NQ1Ind_87,NASDAQ 100 E-MINI,NQ1 Index,28/04/2003,30/04/2003,3013.5,3044.5,109510590,1817,1099260,,,,,,
6e49c6f6d9_NQ1Ind_88,NASDAQ 100 E-MINI,NQ1 Index,08/05/2003,12/05/2003,3067.5,3072.5,130675500,2130,201060,,,,,,
6e49c6f6d9_NQ1Ind_89,NASDAQ 100 E-MINI,NQ1 Index,15/05/2003,28/05/2003,3079,3100.5,130180120,2114,801080,,,,,,
6e49c6f6d9_NQ1Ind_90,NASDAQ 100 E-MINI,NQ1 Index,11/06/2003,12/06/2003,3142.5,3158.5,114638400,1824,580800,,,,,,
6e49c6f6d9_NQ1Ind_91,NASDAQ 100 E-MINI,NQ1 Index,14/07/2003,15/07/2003,3206.5,3223.5,94206970,1469,493000,,,,,,
6e49c6f6d9_NQ1Ind_92,NASDAQ 100 E-MINI,NQ1 Index,11/08/2003,13/08/2003,3135.5,3166.5,106795130,1703,1049880,,,,,,
6e49c6f6d9_NQ1Ind_93,NASDAQ 100 E-MINI,NQ1 Index,05/09/2003,09/09/2003,3300,3313,213906000,3241,789880,,,,,,
6e49c6f6d9_NQ1Ind_94,NASDAQ 100 E-MINI,NQ1 Index,26/09/2003,02/10/2003,3241.5,3255,95300100,1470,373750,,,,,,
6e49c6f6d9_NQ1Ind_95,NASDAQ 100 E-MINI,NQ1 Index,23/10/2003,29/10/2003,3314,3345,93388520,1409,1061720,,,,,,
6e49c6f6d9_NQ1Ind_96,NASDAQ 100 E-MINI,NQ1 Index,12/11/2003,20/11/2003,3333.5,3299.5,119205960,1788,-1011150,,,,,,
6e49c6f6d9_NQ1Ind_97,NASDAQ 100 E-MINI,NQ1 Index,08/12/2003,24/12/2003,3332,3363,111755280,1677,1221620,,,,,,
6e49c6f6d9_NQ1Ind_98,NASDAQ 100 E-MINI,NQ1 Index,12/01/2004,16/01/2004,3440,3455,166702400,2423,697220,,,,,,
6e49c6f6d9_NQ1Ind_99,NASDAQ 100 E-MINI,NQ1 Index,22/01/2004,27/01/2004,3465.5,3472.5,189008370,2727,363440,,,,,,
6e49c6f6d9_NQ1Ind_100,NASDAQ 100 E-MINI,NQ1 Index,04/02/2004,09/02/2004,3405.5,3414.5,147321930,2163,390000,,,,,,
6e49c6f6d9_NQ1Ind_101,NASDAQ 100 E-MINI,NQ1 Index,20/02/2004,26/02/2004,3407,3390.5,134849060,1979,-641020,,,,,,
6e49c6f6d9_NQ1Ind_102,NASDAQ 100 E-MINI,NQ1 Index,08/03/2004,12/03/2004,3393,3321,164492640,2424,-3247130,,,,,,
6e49c6f6d9_NQ1Ind_103,NASDAQ 100 E-MINI,NQ1 Index,24/03/2004,26/03/2004,3287,3340.5,126089320,1918,1983830,,,,,,
6e49c6f6d9_NQ1Ind_104,NASDAQ 100 E-MINI,NQ1 Index,02/07/2004,15/07/2004,3405.5,3332.5,128319240,1884,-2364060,,,,,,
6e49c6f6d9_NQ1Ind_105,NASDAQ 100 E-MINI,NQ1 Index,19/07/2004,21/07/2004,3309,3339.5,145397460,2197,1338200,,,,,,
6e49c6f6d9_NQ1Ind_106,NASDAQ 100 E-MINI,NQ1 Index,26/07/2004,28/07/2004,3289.5,3302.5,113027220,1718,457210,,,,,,
6e49c6f6d9_NQ1Ind_107,NASDAQ 100 E-MINI,NQ1 Index,02/08/2004,11/08/2004,3314,3248,118574920,1789,-1156860,,,,,,
6e49c6f6d9_NQ1Ind_108,NASDAQ 100 E-MINI,NQ1 Index,16/08/2004,17/08/2004,3223,3234.5,103071540,1599,366390,,,,,,
6e49c6f6d9_NQ1Ind_109,NASDAQ 100 E-MINI,NQ1 Index,27/08/2004,02/09/2004,3294.5,3289,128814950,1955,-239460,,,,,,
6e49c6f6d9_NQ1Ind_110,NASDAQ 100 E-MINI,NQ1 Index,09/09/2004,13/09/2004,3292,3324,158871920,2413,1567450,,,,,,
6e49c6f6d9_NQ1Ind_111,NASDAQ 100 E-MINI,NQ1 Index,17/09/2004,23/09/2004,3332,3317,166200160,2494,-769390,,,,,,
6e49c6f6d9_NQ1Ind_112,NASDAQ 100 E-MINI,NQ1 Index,12/10/2004,18/10/2004,3349,3343,138313700,2065,-250370,,,,,,
6e49c6f6d9_NQ1Ind_113,NASDAQ 100 E-MINI,NQ1 Index,17/11/2004,25/11/2004,3462,3488.5,155236080,2242,963570,,,,,,
6e49c6f6d9_NQ1Ind_114,NASDAQ 100 E-MINI,NQ1 Index,08/12/2004,14/12/2004,3499.5,3529,157827450,2255,1359070,,,,,,
6e49c6f6d9_NQ1Ind_115,NASDAQ 100 E-MINI,NQ1 Index,16/12/2004,22/12/2004,3531,3513,168923040,2392,-817290,,,,,,
6e49c6f6d9_NQ1Ind_116,NASDAQ 100 E-MINI,NQ1 Index,04/01/2005,10/01/2005,3513.5,3468.5,229642360,3268,-2325320,,,,,,
6e49c6f6d9_NQ1Ind_117,NASDAQ 100 E-MINI,NQ1 Index,12/01/2005,18/01/2005,3457,3465,199883740,2891,431160,,,,,,
6e49c6f6d9_NQ1Ind_118,NASDAQ 100 E-MINI,NQ1 Index,20/01/2005,26/01/2005,3440.5,3393.5,161015400,2340,-2192790,,,,,,
6e49c6f6d9_NQ1Ind_119,NASDAQ 100 E-MINI,NQ1 Index,08/02/2005,14/02/2005,3428.5,3434.5,156271030,2279,243700,,,,,,
6e49c6f6d9_NQ1Ind_120,NASDAQ 100 E-MINI,NQ1 Index,24/02/2005,25/02/2005,3399.5,3417,172830580,2542,868350,,,,,,
6e49c6f6d9_NQ1Ind_121,NASDAQ 100 E-MINI,NQ1 Index,07/03/2005,08/03/2005,3423.5,3440.5,156727830,2289,791180,,,,,,
6e49c6f6d9_NQ1Ind_122,NASDAQ 100 E-MINI,NQ1 Index,17/03/2005,23/03/2005,3384,3362,170688960,2522,-1159200,,,,,,
6e49c6f6d9_NQ1Ind_123,NASDAQ 100 E-MINI,NQ1 Index,28/03/2005,06/04/2005,3368.5,3380,189040220,2806,1227180,,,,,,
6e49c6f6d9_NQ1Ind_124,NASDAQ 100 E-MINI,NQ1 Index,13/04/2005,19/04/2005,3382,3303.5,209954560,3104,-4354850,,,,,,
6e49c6f6d9_NQ1Ind_125,NASDAQ 100 E-MINI,NQ1 Index,21/04/2005,22/04/2005,3303,3337,155637360,2356,1372240,,,,,,
6e49c6f6d9_NQ1Ind_126,NASDAQ 100 E-MINI,NQ1 Index,27/04/2005,03/05/2005,3317.5,3316.5,127790100,1926,-10360,,,,,,
6e49c6f6d9_NQ1Ind_127,NASDAQ 100 E-MINI,NQ1 Index,12/05/2005,16/05/2005,3349.5,3363,134113980,2002,571600,,,,,,
6e49c6f6d9_NQ1Ind_128,NASDAQ 100 E-MINI,NQ1 Index,02/06/2005,03/06/2005,3446,3461.5,276989480,4019,1245890,,,,,,
6e49c6f6d9_NQ1Ind_129,NASDAQ 100 E-MINI,NQ1 Index,20/06/2005,29/06/2005,3425,3394,233516500,3409,-1117990,,,,,,
6e49c6f6d9_NQ1Ind_130,NASDAQ 100 E-MINI,NQ1 Index,07/07/2005,11/07/2005,3384,3421.5,241685280,3571,2638500,,,,,,
6e49c6f6d9_NQ1Ind_131,NASDAQ 100 E-MINI,NQ1 Index,12/08/2005,16/08/2005,3471.5,3483.5,218079630,3141,804730,,,,,,
6e49c6f6d9_NQ1Ind_132,NASDAQ 100 E-MINI,NQ1 Index,23/08/2005,29/08/2005,3457.5,3436,217684200,3148,-1378460,,,,,,
6e49c6f6d9_NQ1Ind_133,NASDAQ 100 E-MINI,NQ1 Index,02/09/2005,07/09/2005,3456,3474,231206400,3345,1291350,,,,,,
6e49c6f6d9_NQ1Ind_134,NASDAQ 100 E-MINI,NQ1 Index,22/09/2005,26/09/2005,3438.5,3456,215043790,3127,1126790,,,,,,
6e49c6f6d9_NQ1Ind_135,NASDAQ 100 E-MINI,NQ1 Index,07/10/2005,13/10/2005,3428.5,3391.5,183630460,2678,-2030960,,,,,,
6e49c6f6d9_NQ1Ind_136,NASDAQ 100 E-MINI,NQ1 Index,15/11/2005,18/11/2005,3523,3548,146204500,2075,1040220,,,,,,
6e49c6f6d9_NQ1Ind_137,NASDAQ 100 E-MINI,NQ1 Index,29/11/2005,02/12/2005,3556.5,3569.5,217444410,3057,780290,,,,,,
6e49c6f6d9_NQ1Ind_138,NASDAQ 100 E-MINI,NQ1 Index,19/12/2005,23/12/2005,3556.5,3547.5,230461200,3240,-461460,,,,,,
6e49c6f6d9_NQ1Ind_139,NASDAQ 100 E-MINI,NQ1 Index,28/12/2005,04/01/2006,3530.5,3541,177442930,2513,517210,,,,,,
6e49c6f6d9_NQ1Ind_140,NASDAQ 100 E-MINI,NQ1 Index,17/01/2006,23/01/2006,3610.5,3531.5,156262440,2164,-3467520,,,,,,
6e49c6f6d9_NQ1Ind_141,NASDAQ 100 E-MINI,NQ1 Index,07/02/2006,09/02/2006,3516.5,3523,127437960,1812,237210,,,,,,
6e49c6f6d9_NQ1Ind_142,NASDAQ 100 E-MINI,NQ1 Index,22/02/2006,28/02/2006,3508,3543,150563360,2146,1450440,,,,,,
6e49c6f6d9_NQ1Ind_143,NASDAQ 100 E-MINI,NQ1 Index,25/04/2006,28/04/2006,3550,3554.5,169335000,2385,213390,,,,,,
6e49c6f6d9_NQ1Ind_144,NASDAQ 100 E-MINI,NQ1 Index,12/05/2006,25/05/2006,3493.25,3412.75,144969875,2075,-2829675,,,,,,
6e49c6f6d9_NQ1Ind_145,NASDAQ 100 E-MINI,NQ1 Index,31/05/2006,02/06/2006,3398.5,3446.5,123297580,1814,1711740,,,,,,
6e49c6f6d9_NQ1Ind_146,NASDAQ 100 E-MINI,NQ1 Index,07/06/2006,16/06/2006,3405.75,3404,108098505,1587,248890,,,,,,
6e49c6f6d9_NQ1Ind_147,NASDAQ 100 E-MINI,NQ1 Index,11/07/2006,20/07/2006,3347.25,3299,97271085,1453,-1457965,,,,,,
6e49c6f6d9_NQ1Ind_148,NASDAQ 100 E-MINI,NQ1 Index,24/07/2006,25/07/2006,3270.75,3304.25,112775460,1724,1057260,,,,,,
6e49c6f6d9_NQ1Ind_149,NASDAQ 100 E-MINI,NQ1 Index,02/08/2006,04/08/2006,3303.25,3331.75,120898950,1830,1027020,,,,,,
6e49c6f6d9_NQ1Ind_150,NASDAQ 100 E-MINI,NQ1 Index,08/08/2006,14/08/2006,3312,3307.25,126584640,1911,-174595,,,,,,
6e49c6f6d9_NQ1Ind_151,NASDAQ 100 E-MINI,NQ1 Index,22/08/2006,28/08/2006,3378,3370.5,124175280,1838,-298005,,,,,,
6e49c6f6d9_NQ1Ind_152,NASDAQ 100 E-MINI,NQ1 Index,11/09/2006,12/09/2006,3380.25,3392.75,142511340,2108,522750,,,,,,
6e49c6f6d9_NQ1Ind_153,NASDAQ 100 E-MINI,NQ1 Index,19/10/2006,24/10/2006,3505.75,3526.25,145979430,2082,892470,,,,,,
6e49c6f6d9_NQ1Ind_154,NASDAQ 100 E-MINI,NQ1 Index,30/10/2006,03/11/2006,3522.25,3508,148286725,2105,-692240,,,,,,
6e49c6f6d9_NQ1Ind_155,NASDAQ 100 E-MINI,NQ1 Index,10/11/2006,14/11/2006,3541.25,3562.75,158860475,2243,1044060,,,,,,
6e49c6f6d9_NQ1Ind_156,NASDAQ 100 E-MINI,NQ1 Index,28/11/2006,30/11/2006,3569.75,3586.25,153856225,2155,711950,,,,,,
6e49c6f6d9_NQ1Ind_157,NASDAQ 100 E-MINI,NQ1 Index,21/12/2006,28/12/2006,3567,3548.75,150741420,2113,-797130,,,,,,
